idx,p_x,p_y,p_z,q_w,q_x,q_y,q_z
672,-1.34018,-1.73934,2.02521,0.952242,-0.0247479,0.0298964,-0.302867
673,-1.33167,-1.73579,2.0254,0.95334,-0.0244178,0.0301596,-0.299395
674,-1.30136,-1.72223,2.0261,0.95756,-0.0238914,0.0299716,-0.285676
675,-1.27089,-1.70827,2.02782,0.961602,-0.0239871,0.0292445,-0.271829
676,-1.23877,-1.69242,2.03078,0.965677,-0.0245804,0.0275247,-0.257111
677,-1.23005,-1.68824,2.03167,0.966734,-0.0239985,0.0253073,-0.253395
678,-1.18936,-1.66698,2.03509,0.971429,-0.0255668,0.0253875,-0.23458
679,-1.1791,-1.66157,2.03598,0.972548,-0.0262093,0.0251697,-0.229848
680,-1.14879,-1.64489,2.03759,0.975728,-0.0260437,0.0236554,-0.216141
681,-1.12868,-1.63335,2.03849,0.977718,-0.0252627,0.0215201,-0.207284
682,-1.09921,-1.61554,2.03947,0.980383,-0.0245735,0.0195948,-0.19458
683,-1.06065,-1.59094,2.04116,0.983447,-0.0220774,0.0155938,-0.179169
684,-1.05131,-1.58463,2.04156,0.984147,-0.0221204,0.0153587,-0.175301
685,-1.03291,-1.57175,2.04261,0.985342,-0.0214602,0.014212,-0.168635
686,-1.00608,-1.55249,2.04437,0.986966,-0.0201799,0.0120344,-0.159205
687,-0.997254,-1.54579,2.04497,0.987523,-0.0199745,0.01194,-0.155743
688,-0.963777,-1.51917,2.04814,0.98925,-0.0202198,0.0115516,-0.144371
689,-0.955669,-1.51227,2.04909,0.989631,-0.0197177,0.0117831,-0.141783
690,-0.932271,-1.4919,2.05275,0.990689,-0.0190369,0.0109747,-0.134356
691,-0.917274,-1.478,2.0551,0.991326,-0.0183266,0.010913,-0.129685
692,-0.888799,-1.45013,2.05951,0.992511,-0.0176514,0.0105575,-0.120415
693,-0.881941,-1.44314,2.06052,0.992731,-0.0173963,0.0112107,-0.118563
694,-0.855859,-1.41512,2.06398,0.993663,-0.0162678,0.0118418,-0.110587
695,-0.848598,-1.40705,2.06485,0.993826,-0.0164467,0.0122706,-0.109037
696,-0.831422,-1.38705,2.06617,0.994338,-0.0164546,0.0134395,-0.104118
697,-0.818827,-1.37182,2.06678,0.994659,-0.0165201,0.0137236,-0.100957
698,-0.802904,-1.35193,2.06748,0.99507,-0.0171618,0.0149546,-0.0965223
699,-0.797398,-1.34481,2.06771,0.995204,-0.0173984,0.0151404,-0.0950629
700,-0.77113,-1.3094,2.06972,0.995697,-0.0200644,0.014831,-0.089249
701,-0.765233,-1.30068,2.07025,0.995866,-0.0208716,0.015565,-0.0870187
702,-0.751155,-1.28027,2.07309,0.996072,-0.0213626,0.0164881,-0.0843373
703,-0.740487,-1.26435,2.07553,0.996266,-0.0220463,0.0178443,-0.0815427
704,-0.726911,-1.24334,2.07869,0.996492,-0.0214728,0.0186201,-0.0787114
705,-0.721509,-1.2345,2.07993,0.996567,-0.021007,0.0189821,-0.0778003
706,-0.708038,-1.2132,2.08284,0.996811,-0.0198116,0.0201464,-0.0746283
707,-0.693839,-1.19054,2.0857,0.99706,-0.0172565,0.021206,-0.0715807
708,-0.679894,-1.16795,2.08821,0.997261,-0.0145037,0.0223105,-0.0690029
709,-0.67523,-1.16053,2.08905,0.997318,-0.0138603,0.0225849,-0.068221
710,-0.661183,-1.13821,2.09125,0.997508,-0.0105688,0.0230415,-0.0658353
711,-0.651731,-1.12358,2.09276,0.997643,-0.00916149,0.0230367,-0.063982
712,-0.632813,-1.09509,2.09579,0.997837,-0.00787129,0.0232433,-0.0609891
713,-0.628037,-1.08816,2.09651,0.997885,-0.00659791,0.0223624,-0.0606769
714,-0.613663,-1.06749,2.09879,0.997996,-0.0066205,0.0232518,-0.0584738
715,-0.60419,-1.05429,2.10081,0.998035,-0.0066371,0.0239253,-0.0575308
716,-0.589737,-1.03482,2.1044,0.998125,-0.00601116,0.0238418,-0.0560496
717,-0.58013,-1.02219,2.1067,0.998198,-0.00523652,0.0224385,-0.0554021
718,-0.565718,-1.00396,2.10997,0.998268,-0.00455423,0.0212132,-0.054691
719,-0.556188,-0.992127,2.11176,0.99831,-0.00452924,0.0206609,-0.0541228
720,-0.541906,-0.974985,2.11416,0.998373,-0.00402963,0.0198172,-0.0533205
721,-0.532559,-0.963843,2.11563,0.998403,-0.00388269,0.0192524,-0.0529773
722,-0.518599,-0.947608,2.11736,0.998447,-0.00458896,0.0198942,-0.0518309
723,-0.509485,-0.937279,2.11835,0.998431,-0.0051369,0.0203697,-0.051909
724,-0.495805,-0.922204,2.11989,0.998458,-0.00485366,0.020217,-0.0514704
725,-0.491348,-0.917095,2.12024,0.998459,-0.00522812,0.0209029,-0.0511339
726,-0.477822,-0.902565,2.12175,0.99849,-0.00544802,0.0206344,-0.0506245
727,-0.469072,-0.893292,2.1233,0.998492,-0.00489031,0.0205931,-0.0506532
728,-0.45169,-0.874927,2.12737,0.998532,-0.00609124,0.0204884,-0.0497618
729,-0.447335,-0.87047,2.12875,0.998556,-0.00643398,0.0199197,-0.0494781
730,-0.43454,-0.857259,2.13325,0.99864,-0.00589898,0.0175916,-0.0487305
731,-0.426256,-0.84867,2.13617,0.998637,-0.00714885,0.017666,-0.0485827
732,-0.414137,-0.83607,2.14017,0.99869,-0.00742721,0.0164199,-0.0478952
733,-0.406279,-0.827838,2.14248,0.998738,-0.00669073,0.013989,-0.0477749
734,-0.394844,-0.815473,2.14533,0.998769,-0.0072704,0.0123853,-0.0474753
735,-0.391083,-0.811321,2.14622,0.9988,-0.00659232,0.0114357,-0.0471684
736,-0.37721,-0.79552,2.14955,0.998861,-0.00549684,0.00962275,-0.0464149
737,-0.370807,-0.787448,2.15059,0.998894,-0.00456953,0.00841691,-0.0460265
738,-0.359085,-0.772338,2.15182,0.998952,-0.00279083,0.00653233,-0.0452233
739,-0.356494,-0.768492,2.15173,0.998958,-0.0031098,0.00735406,-0.0449441
740,-0.349308,-0.75834,2.15125,0.998998,-0.00244096,0.00745968,-0.0440567
741,-0.346715,-0.753929,2.15127,0.999011,-0.00198784,0.0071302,-0.043853
742,-0.340519,-0.743736,2.15089,0.999017,-0.001846,0.00771239,-0.0436121
743,-0.336711,-0.737095,2.15062,0.999037,-0.000940437,0.00750555,-0.0432197
744,-0.331921,-0.727557,2.14966,0.999049,-0.000652987,0.00894087,-0.0426767
745,-0.329141,-0.721325,2.14868,0.999052,-0.000239809,0.00949112,-0.0424767
746,-0.325351,-0.712573,2.14667,0.999063,0.000772639,0.0105848,-0.0419504
747,-0.323147,-0.70705,2.14502,0.999091,0.00146513,0.0108672,-0.0411983
748,-0.320443,-0.699416,2.14239,0.999083,0.00118895,0.0137638,-0.0405317
749,-0.318615,-0.694091,2.14047,0.999103,0.00223747,0.0138406,-0.0399457
750,-0.315881,-0.685584,2.137,0.999091,0.00266444,0.0156431,-0.0395641
751,-0.315214,-0.6835,2.1361,0.999102,0.00308822,0.0156754,-0.0392477
752,-0.313326,-0.677772,2.13346,0.999105,0.0038942,0.0171458,-0.0384705
753,-0.311616,-0.673176,2.13121,0.999081,0.00493156,0.0196245,-0.0377819
754,-0.310225,-0.670164,2.13066,0.999055,0.00616724,0.0207182,-0.0377149
755,-0.30883,-0.66763,2.13041,0.999044,0.00709053,0.0219398,-0.0371504
756,-0.30672,-0.66492,2.1303,0.999009,0.00745198,0.0235662,-0.0370198
757,-0.305964,-0.664281,2.13034,0.99899,0.00735395,0.0244114,-0.03701
758,-0.302403,-0.66213,2.13058,0.998992,0.00655288,0.024588,-0.0369898
759,-0.300409,-0.661823,2.1309,0.998997,0.00642144,0.0243385,-0.0370298
760,-0.297077,-0.661884,2.13106,0.998994,0.00623329,0.0241278,-0.0372768
761,-0.29588,-0.662136,2.13106,0.99899,0.00625223,0.0239252,-0.0375185
762,-0.290939,-0.663612,2.13059,0.99902,0.00620706,0.0218215,-0.0380136
763,-0.288271,-0.664692,2.1301,0.999041,0.00595061,0.0206193,-0.0381624
764,-0.285773,-0.666211,2.12938,0.999053,0.00591027,0.0191007,-0.0386471
765,-0.283104,-0.667984,2.1287,0.999054,0.00534509,0.0185702,-0.0389583
766,-0.279098,-0.670984,2.12769,0.999059,0.00562526,0.0173582,-0.039343
767,-0.275325,-0.67467,2.12771,0.99902,0.00550677,0.0178252,-0.0401437
768,-0.27166,-0.678957,2.12847,0.999034,0.0066643,0.0159791,-0.0403906
769,-0.270484,-0.68055,2.12899,0.999019,0.0068397,0.0155845,-0.040879
770,-0.267001,-0.685872,2.13029,0.999017,0.00672546,0.0147167,-0.0412628
771,-0.265137,-0.689109,2.13094,0.999014,0.00658023,0.0146366,-0.0413829
772,-0.262197,-0.69508,2.13192,0.998997,0.00617559,0.0148049,-0.0418014
773,-0.261248,-0.697174,2.13216,0.999007,0.00625095,0.0145528,-0.0416319
774,-0.257883,-0.70587,2.13247,0.998989,0.00562557,0.0150079,-0.0420025
775,-0.256477,-0.7104,2.13234,0.998998,0.00545624,0.0144047,-0.0420133
776,-0.254461,-0.717469,2.13191,0.999023,0.00525479,0.0134292,-0.0417848
777,-0.253953,-0.720102,2.13174,0.999009,0.00491666,0.013754,-0.0420435
778,-0.251915,-0.730386,2.12981,0.999041,0.00606583,0.0125599,-0.0415007
779,-0.251569,-0.732991,2.12921,0.999042,0.0068405,0.0121715,-0.041476
780,-0.250721,-0.741212,2.12757,0.999047,0.00784143,0.0119596,-0.0412393
781,-0.250409,-0.747043,2.12688,0.999046,0.00792261,0.012394,-0.0411287
782,-0.250136,-0.756088,2.12618,0.999069,0.00908508,0.0124907,-0.0402719
783,-0.25045,-0.76599,2.12505,0.999083,0.0109997,0.0127809,-0.0393671
784,-0.250885,-0.772831,2.1242,0.999079,0.0127534,0.0135502,-0.0386717
785,-0.251315,-0.780249,2.12317,0.999058,0.0138974,0.0140669,-0.0386263
786,-0.252291,-0.792143,2.12133,0.99906,0.0147767,0.0154405,-0.0377244
787,-0.253064,-0.800292,2.12009,0.999072,0.0148098,0.015995,-0.0371395
788,-0.254273,-0.813465,2.11784,0.999104,0.0135451,0.0165517,-0.0365199
789,-0.255033,-0.82264,2.11645,0.999135,0.0140588,0.0162325,-0.0356112
790,-0.255894,-0.832299,2.11494,0.999149,0.0136238,0.0162649,-0.0353772
791,-0.257309,-0.847342,2.11258,0.999179,0.0121398,0.0167901,-0.0348222
792,-0.258844,-0.862808,2.11043,0.999214,0.0102561,0.0172585,-0.0341834
793,-0.259366,-0.869817,2.10973,0.999233,0.00997323,0.0163669,-0.0341377
794,-0.260597,-0.884473,2.109,0.999277,0.00841738,0.0157477,-0.033552
795,-0.262409,-0.90115,2.10899,0.999306,0.00623912,0.0160045,-0.0330614
796,-0.26421,-0.918123,2.10893,0.99934,0.0055782,0.0140488,-0.0330337
797,-0.264958,-0.923656,2.10892,0.999337,0.00496533,0.0143537,-0.0330812
798,-0.267914,-0.946132,2.10805,0.999375,0.00336032,0.0135925,-0.0324459
799,-0.268622,-0.951941,2.10775,0.999383,0.00334054,0.0129049,-0.0325036
800,-0.271216,-0.968505,2.10599,0.999408,0.00193939,0.0121505,-0.0321287
801,-0.273158,-0.979569,2.1046,0.999402,0.00121118,0.0116778,-0.0325097
802,-0.277283,-1.0013,2.10184,0.999416,0.000569767,0.00976376,-0.0327359
803,-0.278622,-1.00755,2.10094,0.999408,-6.48046e-05,0.0106669,-0.0327122
804,-0.281879,-1.02254,2.09938,0.999388,-0.000214564,0.0118248,-0.0329243
805,-0.284333,-1.03292,2.09838,0.999388,-0.000238259,0.0126631,-0.0325959
806,-0.288269,-1.04825,2.09727,0.999359,-0.000702922,0.014429,-0.0327641
807,-0.290845,-1.05846,2.09744,0.999327,-0.00103528,0.0159467,-0.0330217
808,-0.294704,-1.0735,2.09807,0.999314,-0.000241022,0.0165275,-0.0331273
809,-0.295951,-1.07833,2.09837,0.999306,-8.41962e-05,0.0170521,-0.0331138
810,-0.301034,-1.09769,2.09919,0.999282,-0.0001972,0.0182603,-0.0331875
811,-0.303451,-1.10732,2.09935,0.999261,-0.00016201,0.0186555,-0.0335941
812,-0.306735,-1.12157,2.09876,0.999261,-0.000377487,0.0194979,-0.0331145
813,-0.308742,-1.13096,2.09794,0.999257,-0.000321243,0.0196188,-0.0331582
814,-0.311663,-1.1449,2.09605,0.999205,-0.00107633,0.0211791,-0.0337466
815,-0.312593,-1.14939,2.09526,0.999165,-0.00159913,0.0226254,-0.0339931
816,-0.315585,-1.16737,2.0923,0.999132,-0.00274377,0.0235373,-0.0342536
817,-0.316101,-1.17164,2.09155,0.999151,-0.00271592,0.0233155,-0.0338515
818,-0.318161,-1.18911,2.08874,0.999104,-0.00314795,0.0234354,-0.0351015
819,-0.31847,-1.19342,2.08811,0.999089,-0.00318716,0.0240919,-0.0350705
820,-0.319049,-1.20603,2.08699,0.999075,-0.00287466,0.023925,-0.0356129
821,-0.31926,-1.21489,2.08652,0.999044,-0.00323997,0.0249105,-0.0357682
822,-0.318927,-1.23027,2.08596,0.999006,-0.00346608,0.0252246,-0.0365841
823,-0.318728,-1.23415,2.08578,0.998994,-0.00330554,0.0253831,-0.0368318
824,-0.317622,-1.24566,2.08517,0.998995,-0.00297367,0.0248891,-0.037152
825,-0.316713,-1.2536,2.08487,0.99898,-0.00241009,0.024106,-0.0381057
826,-0.314942,-1.26489,2.08463,0.998961,-0.00241746,0.0243904,-0.038429
827,-0.313553,-1.27242,2.08455,0.998949,-0.00197849,0.0239972,-0.0390066
828,-0.310047,-1.28734,2.08484,0.998918,-0.00144453,0.023628,-0.0400416
829,-0.30609,-1.30187,2.08533,0.998875,-0.00176046,0.0235707,-0.0411214
830,-0.30492,-1.30543,2.0855,0.998882,-0.00203944,0.0235487,-0.0409422
831,-0.301288,-1.31621,2.08602,0.998872,-0.00202505,0.0227982,-0.0416106
832,-0.298826,-1.32356,2.08698,0.998848,-0.00213105,0.0229396,-0.0420976
833,-0.292865,-1.33748,2.09083,0.999337,-0.00363832,0.0217533,-0.0289633
834,-0.291008,-1.3414,2.09212,0.999453,-0.00503092,0.0217079,-0.0244466
835,-0.286216,-1.35044,2.09592,0.999659,-0.00909268,0.0214275,-0.0118146
836,-0.282742,-1.35645,2.0986,0.999707,-0.0119125,0.0209302,-0.00223466
837,-0.275737,-1.36758,2.10368,0.999564,-0.0151706,0.0190379,0.0166894
838,-0.273998,-1.37017,2.10498,0.999469,-0.0157208,0.0185465,0.0217158
839,-0.268743,-1.37745,2.1088,0.99903,-0.0169063,0.0173147,0.0367929
840,-0.265044,-1.38151,2.11134,0.99857,-0.0183159,0.0176551,0.0470094
841,-0.259425,-1.38729,2.11498,0.997649,-0.0195232,0.0173896,0.0633398
842,-0.256247,-1.39004,2.11691,0.997023,-0.0202566,0.0170547,0.0724112
843,-0.251129,-1.39371,2.12012,0.995779,-0.0210203,0.0161519,0.0878683
844,-0.249497,-1.39471,2.12113,0.995302,-0.0212445,0.0162272,0.093051
845,-0.242993,-1.39727,2.12621,0.993116,-0.0231545,0.0160207,0.113698
846,-0.239571,-1.39791,2.12943,0.99169,-0.0241109,0.0161968,0.125327
847,-0.235296,-1.39765,2.1336,0.989736,-0.0245277,0.0155646,0.139924
848,-0.23375,-1.39733,2.13483,0.988972,-0.0247281,0.0150758,0.145242
849,-0.228468,-1.39462,2.14017,0.985695,-0.0267298,0.0143439,0.165785
850,-0.22717,-1.39371,2.14137,0.984818,-0.0269942,0.0139111,0.170913
851,-0.223671,-1.39017,2.14462,0.981959,-0.0288337,0.0137256,0.186377
852,-0.221506,-1.387,2.1469,0.980009,-0.0294835,0.0139678,0.19626
853,-0.217604,-1.379,2.15122,0.975591,-0.0307292,0.0142291,0.216967
854,-0.217006,-1.37703,2.15193,0.974722,-0.0312284,0.0148175,0.220731
855,-0.214734,-1.36854,2.15493,0.970901,-0.0336956,0.014715,0.236642
856,-0.21354,-1.36251,2.15687,0.968502,-0.0341177,0.0137345,0.246275
857,-0.211704,-1.34865,2.16052,0.963055,-0.0353304,0.0121136,0.266701
858,-0.211489,-1.34487,2.1615,0.961691,-0.0353218,0.0121213,0.271582
859,-0.210923,-1.33256,2.16509,0.957475,-0.0343046,0.0110351,0.286256
860,-0.210762,-1.32367,2.16728,0.954612,-0.0333302,0.0103086,0.295803
861,-0.211126,-1.3095,2.17033,0.950096,-0.03189,0.00928587,0.310183
862,-0.211805,-1.30082,2.17194,0.947131,-0.0325194,0.00961347,0.319049
863,-0.213375,-1.28406,2.17389,0.942102,-0.0321526,0.00799419,0.333687
864,-0.214688,-1.2728,2.17494,0.938814,-0.0319647,0.00669988,0.342872
865,-0.21753,-1.25569,2.17622,0.933616,-0.0324223,0.00498243,0.356771
866,-0.219051,-1.2491,2.17659,0.931528,-0.0328893,0.00451544,0.362151
867,-0.224484,-1.22587,2.17798,0.924663,-0.0332295,0.00304312,0.379322
868,-0.227922,-1.21324,2.17865,0.920815,-0.0332465,0.00222527,0.388574
869,-0.234324,-1.19279,2.17922,0.91502,-0.0326705,0.00202229,0.402079
870,-0.23628,-1.18765,2.1791,0.913284,-0.0331149,0.00222487,0.405968
871,-0.244068,-1.16621,2.17909,0.907016,-0.0328826,0.00218064,0.419805
872,-0.252136,-1.14712,2.17965,0.90104,-0.0332855,0.00332095,0.432444
873,-0.261523,-1.12608,2.18046,0.894803,-0.031652,0.00398824,0.44532
874,-0.26496,-1.1191,2.18056,0.892605,-0.0316268,0.00459152,0.449706
875,-0.275272,-1.0976,2.18071,0.886079,-0.0291169,0.00494904,0.462592
876,-0.282499,-1.08315,2.18036,0.881346,-0.0286263,0.00559764,0.47157
877,-0.29447,-1.06005,2.17932,0.873994,-0.0264389,0.0062125,0.485178
878,-0.301492,-1.04683,2.1785,0.869775,-0.0251686,0.00609521,0.492769
879,-0.314212,-1.0239,2.17687,0.862027,-0.0235585,0.00586198,0.506281
880,-0.317569,-1.0177,2.17644,0.859979,-0.0228012,0.00556609,0.50979
881,-0.333982,-0.98909,2.17293,0.850114,-0.0203955,0.00428523,0.526185
882,-0.338139,-0.982057,2.17186,0.847709,-0.0202682,0.00420296,0.530058
883,-0.354955,-0.953921,2.16648,0.838036,-0.0191733,0.00324453,0.545268
884,-0.359127,-0.946911,2.16522,0.835944,-0.0189367,0.00290347,0.54848
885,-0.376538,-0.919826,2.16085,0.827208,-0.0187508,0.00120879,0.561581
886,-0.380926,-0.913243,2.15976,0.825205,-0.0186851,0.000680091,0.564524
887,-0.398916,-0.88712,2.1544,0.817635,-0.0200121,-9.30294e-05,0.575389
888,-0.408205,-0.87448,2.15155,0.81404,-0.0212337,-0.000576184,0.580421
889,-0.422374,-0.855427,2.14747,0.809201,-0.0232221,-0.000876918,0.587072
890,-0.427074,-0.849068,2.14606,0.80769,-0.0236912,-0.000982123,0.58913
891,-0.441991,-0.830199,2.14221,0.803494,-0.0254316,-0.00109348,0.594768
892,-0.45746,-0.811612,2.13884,0.79915,-0.0273006,-0.00103087,0.60051
893,-0.468079,-0.799071,2.13699,0.797201,-0.0282249,-0.000357313,0.603054
894,-0.478913,-0.78646,2.13547,0.794825,-0.028168,0.000147188,0.606185
895,-0.495782,-0.767624,2.1338,0.791872,-0.0287171,0.00124814,0.610011
896,-0.507235,-0.754888,2.13314,0.790186,-0.0278198,0.00204256,0.612232
897,-0.530405,-0.72878,2.13378,0.787189,-0.0248993,0.00422791,0.616195
898,-0.536268,-0.722306,2.1343,0.786612,-0.0249367,0.00538669,0.61692
899,-0.553728,-0.702373,2.13615,0.784575,-0.0234038,0.00789449,0.619542
900,-0.566159,-0.687932,2.13743,0.783305,-0.0212087,0.00912205,0.621208
901,-0.582409,-0.668626,2.13905,0.781848,-0.0196729,0.0100962,0.623077
902,-0.593685,-0.655043,2.14007,0.780739,-0.0186334,0.0101789,0.624496
903,-0.60455,-0.641317,2.14108,0.779711,-0.0174716,0.0102716,0.625811
904,-0.620508,-0.620689,2.14213,0.778523,-0.0157732,0.0106621,0.627327
905,-0.636446,-0.598806,2.14282,0.777058,-0.0142918,0.0113596,0.629164
906,-0.64053,-0.593208,2.1429,0.776632,-0.0141994,0.011589,0.629688
907,-0.659148,-0.565858,2.14289,0.775354,-0.0110681,0.0120488,0.631315
908,-0.668612,-0.551532,2.14246,0.774777,-0.0102344,0.0116183,0.632045
909,-0.680662,-0.531332,2.14162,0.773881,-0.00805188,0.0106185,0.633191
910,-0.683774,-0.525801,2.14136,0.773791,-0.00744963,0.0102931,0.633314
911,-0.698058,-0.500304,2.14105,0.772699,-0.00555631,0.00896154,0.634685
912,-0.701258,-0.494119,2.14103,0.772311,-0.00456495,0.00845491,0.635172
913,-0.710203,-0.475998,2.14086,0.771965,-0.0012225,0.00655233,0.63563
914,-0.715678,-0.46438,2.14039,0.771709,0.0016176,0.00503222,0.635954
915,-0.723016,-0.448145,2.13831,0.770863,0.0040205,0.00334397,0.636979
916,-0.727219,-0.43765,2.13646,0.770434,0.00596791,0.00218189,0.637488
917,-0.733045,-0.423736,2.13362,0.769926,0.00487687,0.00135712,0.638113
918,-0.734897,-0.418531,2.1324,0.769599,0.00438654,0.00140987,0.638511
919,-0.740064,-0.403667,2.12877,0.768847,0.00384311,0.00159855,0.639419
920,-0.742441,-0.395778,2.12661,0.768578,0.00336513,0.00154635,0.639745
921,-0.745365,-0.386449,2.12391,0.767931,0.00268318,0.00134382,0.640526
922,-0.746027,-0.383482,2.12299,0.76802,0.00296309,0.00132779,0.640418
923,-0.747692,-0.375515,2.12073,0.767781,0.00306774,0.000827948,0.640705
924,-0.748409,-0.37088,2.12008,0.767509,0.00390985,0.000524908,0.641025
925,-0.749097,-0.363801,2.11963,0.767308,0.00339008,0.000866326,0.641269
926,-0.749114,-0.362389,2.11951,0.767115,0.00330954,0.000868867,0.641501
927,-0.748678,-0.358601,2.11929,0.766911,0.00333256,0.000450651,0.641745
928,-0.748099,-0.356841,2.11901,0.76688,0.00326776,-0.000253121,0.641782
929,-0.747001,-0.355123,2.11865,0.766865,0.00193966,-0.00112447,0.641805
930,-0.746016,-0.354652,2.11849,0.766673,0.000611607,-0.000972254,0.642037
931,-0.744179,-0.354649,2.11823,0.766789,7.04278e-05,-0.000483607,0.641899
932,-0.742282,-0.355721,2.11808,0.766781,-0.00155612,0.000561269,0.641907
933,-0.740535,-0.356994,2.11797,0.766611,-0.00212111,0.00157362,0.642106
934,-0.738811,-0.358241,2.11811,0.766435,-0.00251911,0.00255097,0.642312
935,-0.734999,-0.361755,2.11869,0.766512,-0.00439607,0.00371546,0.642204
936,-0.734034,-0.362962,2.11911,0.766285,-0.0048192,0.00376362,0.642472
937,-0.731383,-0.366102,2.12074,0.766186,-0.00525665,0.00371259,0.642586
938,-0.730129,-0.36754,2.12163,0.766288,-0.00568557,0.00390496,0.642461
939,-0.725853,-0.372643,2.12448,0.766534,-0.00680464,0.00476634,0.64215
940,-0.723769,-0.375426,2.12582,0.766273,-0.00772293,0.0051743,0.642448
941,-0.720495,-0.379742,2.12767,0.766518,-0.00951746,0.0057887,0.642126
942,-0.719324,-0.381087,2.12829,0.766418,-0.00958182,0.00592173,0.642243
943,-0.715188,-0.387,2.13042,0.766562,-0.0109961,0.00631275,0.642045
944,-0.713958,-0.388669,2.13098,0.766422,-0.0114032,0.0061237,0.642207
945,-0.711166,-0.39286,2.13211,0.766376,-0.0123697,0.00618452,0.642243
946,-0.709038,-0.396021,2.13298,0.766285,-0.0133134,0.00641236,0.642331
947,-0.705496,-0.401148,2.13435,0.766296,-0.0144352,0.00734668,0.642284
948,-0.704512,-0.402485,2.13467,0.766158,-0.0150825,0.00765787,0.64243
949,-0.702011,-0.406196,2.13599,0.765831,-0.0153899,0.0084233,0.642802
950,-0.700218,-0.408405,2.13779,0.765567,-0.0154399,0.00865338,0.643112
951,-0.69721,-0.412562,2.14205,0.765077,-0.0166065,0.00916031,0.643659
952,-0.696425,-0.413422,2.14322,0.764749,-0.01637,0.00920593,0.644055
953,-0.694484,-0.41582,2.14649,0.764122,-0.0180932,0.00994285,0.644741
954,-0.693627,-0.416552,2.14775,0.763893,-0.0186923,0.0100778,0.644993
955,-0.691617,-0.418837,2.1519,0.76307,-0.0200473,0.00933896,0.645937
956,-0.690516,-0.419588,2.15396,0.762455,-0.0195397,0.00922683,0.646681
957,-0.689312,-0.420563,2.15681,0.761556,-0.018913,0.00879011,0.647763
958,-0.688783,-0.420657,2.15763,0.76111,-0.0180759,0.00858077,0.648315
959,-0.68746,-0.421066,2.1595,0.759334,-0.017397,0.00817894,0.650417
960,-0.686812,-0.420889,2.15894,0.758416,-0.0170638,0.00866353,0.65149
961,-0.686385,-0.420646,2.15751,0.757427,-0.0170004,0.00968236,0.652627
962,-0.685671,-0.419891,2.15422,0.756066,-0.0167352,0.0106052,0.654196
963,-0.684839,-0.418849,2.15125,0.75469,-0.0159447,0.0115685,0.655786
964,-0.684459,-0.418257,2.15032,0.754374,-0.0151428,0.0117403,0.656165
965,-0.683436,-0.416724,2.1473,0.752892,-0.0149392,0.0122883,0.657859
966,-0.681999,-0.414047,2.14297,0.75118,-0.0151886,0.012803,0.659798
967,-0.681667,-0.413225,2.14213,0.750853,-0.0143219,0.0126059,0.660193
968,-0.680688,-0.411459,2.14016,0.749859,-0.014476,0.0122635,0.661326
969,-0.679374,-0.408835,2.13809,0.748858,-0.015467,0.0117151,0.662447
970,-0.678909,-0.407768,2.13754,0.748546,-0.0151044,0.0112357,0.662815
971,-0.676991,-0.403378,2.13576,0.747011,-0.0154952,0.0105188,0.664548
972,-0.675947,-0.400515,2.13528,0.746627,-0.0153078,0.0101463,0.664989
973,-0.674228,-0.395455,2.13471,0.745439,-0.0154269,0.00911791,0.666333
974,-0.672379,-0.389319,2.1349,0.744277,-0.0138008,0.00855105,0.667673
975,-0.671664,-0.386309,2.13581,0.743935,-0.0139943,0.00862573,0.66805
976,-0.669733,-0.379597,2.13863,0.743316,-0.0130103,0.00870401,0.668757
977,-0.667884,-0.372765,2.14118,0.74268,-0.0120099,0.00881201,0.66948
978,-0.667587,-0.371297,2.14165,0.742526,-0.0125242,0.0087422,0.669643
979,-0.666201,-0.365928,2.14299,0.742351,-0.0110134,0.00781344,0.669875
980,-0.665008,-0.360836,2.1436,0.742058,-0.0102393,0.00689689,0.670222
981,-0.663993,-0.355891,2.14342,0.741603,-0.0103294,0.00575105,0.670735
982,-0.663604,-0.354217,2.14321,0.741415,-0.0103957,0.00550202,0.670944
983,-0.662663,-0.349319,2.14198,0.740975,-0.0092816,0.00479105,0.671451
984,-0.662236,-0.346376,2.14078,0.740735,-0.00915333,0.00382976,0.671724
985,-0.66189,-0.342588,2.13865,0.740833,-0.0100319,0.0018523,0.671612
986,-0.66162,-0.339886,2.13714,0.740918,-0.0102491,0.000510598,0.671517
987,-0.661907,-0.336795,2.13492,0.741366,-0.0111385,-0.000941573,0.671007
988,-0.662035,-0.335509,2.13419,0.741711,-0.0120584,-0.00134708,0.67061
989,-0.664337,-0.331856,2.13088,0.742336,-0.0138259,-0.00274679,0.66988
990,-0.664986,-0.331256,2.13013,0.742379,-0.0147663,-0.00282174,0.669812
991,-0.667491,-0.329406,2.12731,0.742901,-0.0153314,-0.0025234,0.669221
992,-0.668512,-0.328918,2.12628,0.743089,-0.0153975,-0.00211021,0.669012
993,-0.673393,-0.327078,2.12166,0.744012,-0.016789,0.00066037,0.667955
994,-0.674789,-0.326597,2.1205,0.743787,-0.0165978,0.0018375,0.668209
995,-0.679314,-0.325306,2.11711,0.744201,-0.0174738,0.00486166,0.667709
996,-0.682764,-0.324523,2.11489,0.744819,-0.0180485,0.00684352,0.666987
997,-0.68985,-0.322443,2.11054,0.745802,-0.0183115,0.00981119,0.665844
998,-0.691844,-0.321942,2.10955,0.746144,-0.0186137,0.0107375,0.665438
