idx,p_x,p_y,p_z,q_w,q_x,q_y,q_z
2153,0.281432,-0.830651,2.11142,0.502268,-0.0107258,-0.000303203,0.864646
2154,0.289447,-0.824468,2.11364,0.502764,-0.0104823,0.000434635,0.86436
2155,0.291409,-0.82305,2.11429,0.502831,-0.00973664,0.000504928,0.86433
2156,0.300311,-0.817447,2.11704,0.502994,-0.00889074,0.00110891,0.864243
2157,0.30214,-0.816463,2.11759,0.503017,-0.00838975,0.00119822,0.864235
2158,0.311466,-0.811972,2.12018,0.503755,-0.00765041,0.00198977,0.863811
2159,0.314257,-0.810828,2.12096,0.503994,-0.00816818,0.00194503,0.863666
2160,0.321424,-0.808148,2.12265,0.504477,-0.00863875,0.00238178,0.863379
2161,0.329467,-0.805503,2.1242,0.504748,-0.00880452,0.0034963,0.863215
2162,0.337919,-0.803169,2.12582,0.505002,-0.0100982,0.00403818,0.86305
2163,0.340767,-0.802479,2.12626,0.50529,-0.0103577,0.00427069,0.862877
2164,0.352923,-0.79974,2.12795,0.505798,-0.0113792,0.00484421,0.862563
2165,0.355918,-0.799044,2.12827,0.505866,-0.0114238,0.00526903,0.86252
2166,0.365383,-0.797079,2.12951,0.505971,-0.0133743,0.00623751,0.862424
2167,0.371887,-0.795608,2.13099,0.506268,-0.0147313,0.00698293,0.862222
2168,0.382234,-0.793157,2.13389,0.506392,-0.0171083,0.00759769,0.8621
2169,0.388744,-0.791393,2.13547,0.506347,-0.0190809,0.00803736,0.862081
2170,0.398422,-0.788406,2.13718,0.506175,-0.0223487,0.00860039,0.862098
2171,0.404151,-0.786393,2.13785,0.506043,-0.0242752,0.00903081,0.862119
2172,0.413414,-0.782481,2.13843,0.505762,-0.0252374,0.00914808,0.862255
2173,0.416482,-0.781143,2.13852,0.505465,-0.0258089,0.00878056,0.862416
2174,0.427918,-0.774953,2.13854,0.505345,-0.0254492,0.00687564,0.862514
2175,0.430689,-0.773281,2.13864,0.505027,-0.0261319,0.00587153,0.862688
2176,0.438444,-0.767924,2.13868,0.50506,-0.0266508,0.00304421,0.862667
2177,0.445594,-0.762304,2.13867,0.505104,-0.0260098,0.000396517,0.862666
2178,0.452664,-0.756119,2.13885,0.505102,-0.0252393,-0.00230257,0.862687
2179,0.456242,-0.752714,2.13902,0.50495,-0.0236195,-0.00369736,0.862817
2180,0.46026,-0.748562,2.13994,0.505472,-0.0234345,-0.00464533,0.862512
2181,0.463518,-0.745099,2.1411,0.505418,-0.0231372,-0.00494654,0.86255
2182,0.468498,-0.739243,2.14307,0.505844,-0.0221957,-0.00413054,0.862329
2183,0.471482,-0.735735,2.14422,0.50627,-0.021586,-0.00322628,0.862099
2184,0.476906,-0.72874,2.14585,0.50627,-0.0208208,-0.00172415,0.862122
2185,0.47815,-0.727094,2.14608,0.506304,-0.0205218,-0.00164011,0.862109
2186,0.481783,-0.722064,2.14664,0.506617,-0.0210053,-0.00199452,0.861913
2187,0.483844,-0.719121,2.14663,0.506946,-0.0207031,-0.00219909,0.861726
2188,0.4873,-0.714072,2.14648,0.507203,-0.0205206,-0.00224384,0.861579
2189,0.489213,-0.711219,2.14631,0.507144,-0.0198294,-0.00171908,0.861632
2190,0.492509,-0.706153,2.14598,0.50744,-0.020228,-0.000420995,0.86145
2191,0.493382,-0.704809,2.14585,0.507345,-0.0199718,2.37535e-05,0.861512
2192,0.496446,-0.699907,2.14521,0.507378,-0.0204767,0.00114304,0.861479
2193,0.499521,-0.695003,2.14514,0.507315,-0.0201772,0.00219455,0.861522
2194,0.502615,-0.690129,2.14563,0.506813,-0.0207991,0.0026567,0.861801
2195,0.503405,-0.688818,2.14571,0.506956,-0.0206162,0.00277897,0.861721
2196,0.506747,-0.683292,2.1454,0.506892,-0.0205727,0.0032415,0.861758
2197,0.508655,-0.680119,2.145,0.50674,-0.020687,0.00290091,0.861846
2198,0.513193,-0.672507,2.14345,0.506519,-0.0214012,0.0015813,0.861962
2199,0.517184,-0.665367,2.1418,0.506569,-0.0216642,0.000914866,0.861927
2200,0.5194,-0.661624,2.1407,0.506768,-0.0213136,0.00127236,0.861818
2201,0.521617,-0.657686,2.13941,0.506681,-0.0201053,0.00163959,0.861898
2202,0.525222,-0.651652,2.13757,0.506987,-0.0201191,0.00233456,0.861716
2203,0.526198,-0.649954,2.13727,0.506618,-0.0196362,0.00233249,0.861944
2204,0.531127,-0.642016,2.13653,0.50671,-0.0187999,0.00308549,0.861906
2205,0.532391,-0.640026,2.13652,0.506752,-0.0177811,0.00280747,0.861904
2206,0.537974,-0.632029,2.13925,0.506305,-0.0158783,0.00133184,0.862208
2207,0.539532,-0.630132,2.14025,0.506619,-0.0155508,0.000713133,0.862029
2208,0.54617,-0.622397,2.1439,0.506263,-0.0137707,-0.000376726,0.862269
2209,0.54988,-0.618516,2.14543,0.50665,-0.0141626,-0.000758678,0.862035
2210,0.553999,-0.614581,2.14672,0.506632,-0.0139989,-0.00130009,0.862048
2211,0.558142,-0.611061,2.14759,0.506451,-0.0144282,-0.00184618,0.862146
2212,0.56643,-0.604686,2.14856,0.506553,-0.0165232,-0.00243924,0.862047
2213,0.568664,-0.603067,2.14877,0.506502,-0.0169291,-0.00267536,0.862068
2214,0.575784,-0.598195,2.14933,0.505866,-0.0196841,-0.00345903,0.86238
2215,0.580181,-0.595361,2.14962,0.505447,-0.0211487,-0.00408754,0.862589
2216,0.58848,-0.589916,2.15009,0.504197,-0.024923,-0.00549797,0.863211
2217,0.590694,-0.588482,2.15025,0.503621,-0.0256291,-0.00538566,0.863527
2218,0.596453,-0.584368,2.15099,0.50234,-0.0289138,-0.00512452,0.864172
2219,0.598205,-0.582992,2.15159,0.501937,-0.0299564,-0.00524411,0.864369
2220,0.603761,-0.577895,2.15476,0.500417,-0.0343589,-0.0067681,0.865076
2221,0.60612,-0.575098,2.1568,0.499774,-0.0361175,-0.00747316,0.86537
2222,0.608834,-0.570585,2.15979,0.498828,-0.037842,-0.00776246,0.86584
2223,0.609289,-0.569174,2.16054,0.498473,-0.0378457,-0.00761862,0.866045
2224,0.610504,-0.56292,2.16307,0.497239,-0.0382778,-0.00641397,0.866745
2225,0.610565,-0.56123,2.16352,0.497177,-0.0378334,-0.00595657,0.866803
2226,0.61008,-0.556046,2.16447,0.496312,-0.035812,-0.00479911,0.867392
2227,0.60907,-0.552147,2.16503,0.495811,-0.0344593,-0.00468324,0.867734
2228,0.606259,-0.544321,2.16646,0.495109,-0.0332867,-0.00443757,0.868182
2229,0.605416,-0.54236,2.16695,0.495046,-0.0323595,-0.00476425,0.868251
2230,0.602377,-0.536148,2.16855,0.494688,-0.0304424,-0.00510373,0.868522
2231,0.600218,-0.531966,2.1697,0.494518,-0.0292528,-0.00576468,0.868656
2232,0.596523,-0.525557,2.17245,0.494525,-0.0276797,-0.00610581,0.868701
2233,0.594212,-0.521597,2.17424,0.494631,-0.0265837,-0.00676493,0.86867
2234,0.590094,-0.515217,2.17661,0.494896,-0.0258555,-0.0072655,0.868537
2235,0.587143,-0.510639,2.17797,0.495386,-0.025328,-0.00678858,0.868277
2236,0.5817,-0.502456,2.1804,0.496175,-0.0256919,-0.00581888,0.867823
2237,0.580278,-0.500375,2.18092,0.496061,-0.0253145,-0.00536489,0.867902
2238,0.575632,-0.493646,2.18257,0.496866,-0.0269988,-0.00483836,0.867393
2239,0.572897,-0.489759,2.18324,0.497017,-0.027742,-0.0045859,0.867285
2240,0.567775,-0.482805,2.18453,0.497559,-0.0294629,-0.0049993,0.866915
2241,0.566484,-0.480992,2.18503,0.497751,-0.0295578,-0.00509623,0.866801
2242,0.561264,-0.474229,2.18761,0.497928,-0.0302878,-0.00583419,0.86667
2243,0.557322,-0.469367,2.19003,0.498375,-0.0299794,-0.00638349,0.86642
2244,0.549321,-0.460256,2.19579,0.498762,-0.028575,-0.00723936,0.866238
2245,0.547279,-0.457969,2.19769,0.499023,-0.0277606,-0.00722794,0.866114
2246,0.541345,-0.451474,2.20324,0.499489,-0.0256026,-0.00685149,0.865915
2247,0.537086,-0.446876,2.2072,0.499559,-0.0252682,-0.00636586,0.865888
2248,0.530418,-0.439933,2.21282,0.499839,-0.0252377,-0.00534028,0.865734
2249,0.526128,-0.435232,2.21556,0.499876,-0.0246859,-0.00376069,0.865737
2250,0.519224,-0.427664,2.21913,0.500133,-0.0258494,-0.00134533,0.865562
2251,0.515435,-0.423063,2.22086,0.499844,-0.0261075,0.000305806,0.865722
2252,0.509292,-0.415438,2.22331,0.49996,-0.025929,0.00241081,0.865657
2253,0.505446,-0.410123,2.22473,0.499976,-0.0241518,0.00370203,0.865695
2254,0.498591,-0.398936,2.22729,0.49998,-0.0218277,0.00472502,0.865749
2255,0.496955,-0.396139,2.22771,0.500016,-0.0214525,0.00527075,0.865734
2256,0.492371,-0.386107,2.22824,0.499932,-0.0196326,0.00609787,0.865821
2257,0.491338,-0.383518,2.22807,0.499803,-0.0190871,0.00655531,0.865904
2258,0.487473,-0.370635,2.22706,0.498678,-0.0174979,0.00706965,0.866582
2259,0.486074,-0.363902,2.22618,0.498122,-0.0164102,0.00628721,0.866929
2260,0.484533,-0.353774,2.22451,0.496725,-0.017214,0.00339196,0.867731
2261,0.483969,-0.347357,2.22315,0.495902,-0.0175264,0.00178323,0.8682
2262,0.483587,-0.33679,2.22062,0.494421,-0.0192618,-0.000302522,0.869009
2263,0.483401,-0.332864,2.21962,0.493708,-0.020167,-0.000718405,0.869393
2264,0.483269,-0.319711,2.21589,0.490376,-0.0237824,-0.00172556,0.871185
2265,0.48336,-0.315546,2.21441,0.489287,-0.0244851,-0.00153298,0.871778
2266,0.48329,-0.304454,2.21011,0.486282,-0.0273538,-0.00125385,0.873373
2267,0.483189,-0.293167,2.20507,0.483112,-0.0300939,-0.00039369,0.875041
2268,0.483007,-0.284728,2.20115,0.480597,-0.0319979,0.000152093,0.876358
2269,0.482327,-0.272705,2.19548,0.477146,-0.0339362,0.000394486,0.878169
2270,0.48166,-0.265164,2.19173,0.47481,-0.0346226,-0.000222315,0.879407
2271,0.480745,-0.256085,2.1873,0.472515,-0.0353511,-0.00151049,0.880612
2272,0.479052,-0.243854,2.18163,0.469179,-0.0340349,-0.00341899,0.88244
2273,0.477404,-0.234431,2.17729,0.466704,-0.0334003,-0.00555425,0.883765
2274,0.474888,-0.221999,2.17137,0.463657,-0.0328759,-0.00910088,0.885358
2275,0.472494,-0.213415,2.16726,0.461508,-0.0317201,-0.0113322,0.886497
2276,0.468706,-0.201476,2.16161,0.458784,-0.030291,-0.0141784,0.887918
2277,0.465045,-0.192016,2.15738,0.456713,-0.0295974,-0.0165604,0.888967
2278,0.459728,-0.181083,2.15278,0.454493,-0.0305188,-0.0203785,0.889994
2279,0.454997,-0.173418,2.14973,0.452933,-0.0319569,-0.022983,0.890675
2280,0.446889,-0.163254,2.14632,0.451357,-0.0358412,-0.0268301,0.891219
2281,0.444562,-0.160919,2.14566,0.451003,-0.0370501,-0.0277363,0.891322
2282,0.4352,-0.153454,2.14423,0.450227,-0.0410722,-0.0303176,0.891454
2283,0.423705,-0.146794,2.14367,0.449725,-0.0436098,-0.0312349,0.891555
2284,0.410462,-0.141296,2.14492,0.449965,-0.0432887,-0.0302597,0.891483
2285,0.405639,-0.139663,2.14573,0.450267,-0.0428932,-0.0299508,0.89136
2286,0.390096,-0.135578,2.14893,0.451173,-0.0420105,-0.0279535,0.891009
2287,0.37797,-0.133242,2.15161,0.452384,-0.0396153,-0.0265969,0.890546
2288,0.355918,-0.130419,2.15636,0.454314,-0.0363578,-0.0256203,0.889731
2289,0.346489,-0.129579,2.1583,0.455271,-0.0350487,-0.0253355,0.889302
2290,0.329204,-0.128587,2.16135,0.457094,-0.0329136,-0.0243705,0.888475
2291,0.314767,-0.128179,2.16339,0.458474,-0.0313349,-0.0225639,0.887869
2292,0.294309,-0.128254,2.16631,0.460573,-0.0292954,-0.018948,0.886936
2293,0.281593,-0.128609,2.16822,0.461862,-0.028822,-0.0166709,0.886327
2294,0.260805,-0.129417,2.17137,0.463174,-0.0281807,-0.0126013,0.88573
2295,0.246813,-0.12994,2.17345,0.463954,-0.0276627,-0.01048,0.885365
2296,0.225942,-0.130952,2.17675,0.46469,-0.0282733,-0.00816132,0.884984
2297,0.217697,-0.13122,2.17827,0.465032,-0.0286146,-0.00750168,0.884799
2298,0.191195,-0.132119,2.18448,0.465875,-0.0289073,-0.00602163,0.884358
2299,0.176411,-0.132552,2.18793,0.465913,-0.0282914,-0.00515614,0.884363
2300,0.163958,-0.132485,2.19043,0.466312,-0.0276702,-0.00435361,0.884177
2301,0.150473,-0.132434,2.19275,0.466422,-0.0266248,-0.00341927,0.884155
2302,0.124004,-0.131685,2.19714,0.466391,-0.0257832,-0.00196021,0.884201
2303,0.117605,-0.13134,2.19801,0.466462,-0.0252373,-0.00163665,0.88418
2304,0.0975857,-0.130064,2.20062,0.466361,-0.023925,-0.00100336,0.88427
2305,0.0861915,-0.129069,2.20169,0.466384,-0.0230321,-0.00089948,0.884282
2306,0.0621798,-0.126049,2.2032,0.466349,-0.0209877,-0.000941512,0.884351
2307,0.0564028,-0.125214,2.20341,0.466508,-0.0218894,-0.000970113,0.884246
2308,0.0385837,-0.122239,2.2037,0.467085,-0.0219935,-0.00132622,0.883938
2309,0.0285686,-0.12044,2.20367,0.467197,-0.0212812,-0.00152369,0.883896
2310,0.0117975,-0.116632,2.20367,0.467427,-0.0206113,-0.00252517,0.883788
2311,0.00259346,-0.114477,2.20377,0.467783,-0.0202104,-0.00343799,0.883606
2312,-0.0121254,-0.110611,2.20379,0.468417,-0.0209311,-0.00472679,0.883247
2313,-0.0169379,-0.109243,2.20388,0.468091,-0.0202461,-0.00522881,0.883433
2314,-0.0398492,-0.10258,2.20329,0.469001,-0.0211381,-0.0068934,0.882918
2315,-0.0450471,-0.101019,2.20303,0.469224,-0.0207548,-0.00710725,0.882806
2316,-0.0572927,-0.097101,2.20221,0.469489,-0.0219058,-0.00733954,0.882636
2317,-0.0615602,-0.0957987,2.20176,0.469844,-0.0227742,-0.00743273,0.882424
2318,-0.0753208,-0.0914803,2.1996,0.470358,-0.0229872,-0.00723831,0.882147
2319,-0.0823852,-0.0891277,2.19821,0.470541,-0.0233885,-0.00681785,0.882042
2320,-0.0946395,-0.085035,2.19546,0.470634,-0.0238547,-0.00595972,0.881986
2321,-0.102639,-0.0821439,2.1937,0.470703,-0.0237686,-0.00503284,0.881957
2322,-0.118512,-0.0763725,2.19063,0.470482,-0.0246309,-0.003654,0.882058
2323,-0.122424,-0.0749191,2.19008,0.470452,-0.0247879,-0.00328789,0.882071
2324,-0.134215,-0.0703177,2.18973,0.47036,-0.0248193,-0.00359942,0.882118
2325,-0.141841,-0.067083,2.18976,0.470234,-0.0255056,-0.00375812,0.882165
2326,-0.153484,-0.0619414,2.1901,0.470248,-0.0262412,-0.00438437,0.882133
2327,-0.160952,-0.0584722,2.19031,0.470271,-0.0273399,-0.0042758,0.882088
2328,-0.173325,-0.0524485,2.19082,0.470213,-0.0278367,-0.00408736,0.882104
2329,-0.180388,-0.0488106,2.19089,0.46981,-0.0276038,-0.00351721,0.882329
2330,-0.191958,-0.042551,2.1904,0.46952,-0.0273379,-0.00271181,0.882495
2331,-0.201641,-0.0371266,2.18968,0.469173,-0.0262364,-0.00238735,0.882713
2332,-0.211157,-0.0313717,2.18874,0.468832,-0.0256742,-0.00204799,0.882912
2333,-0.214994,-0.0289862,2.18839,0.46866,-0.0247534,-0.00179407,0.88303
2334,-0.230003,-0.0190253,2.18654,0.46848,-0.025219,-0.00163931,0.883113
2335,-0.234258,-0.0158927,2.18596,0.468159,-0.0256056,-0.00108963,0.883272
2336,-0.24857,-0.00528153,2.18393,0.467676,-0.0276721,-0.000871289,0.883466
2337,-0.25224,-0.00237869,2.18353,0.467654,-0.0280512,-0.000386679,0.883466
2338,-0.266912,0.00993031,2.18227,0.467257,-0.0293065,-0.000256084,0.883636
2339,-0.270653,0.0130726,2.18181,0.467123,-0.0297131,0.000101116,0.883693
2340,-0.282423,0.0238475,2.18009,0.466835,-0.0307092,-0.000197833,0.883811
2341,-0.28923,0.0301638,2.17871,0.466684,-0.0314082,-0.000623787,0.883866
2342,-0.300639,0.0413438,2.17592,0.467085,-0.0310747,-0.00203922,0.883664
2343,-0.308869,0.0495041,2.17376,0.467042,-0.0294906,-0.00324224,0.883737
2344,-0.323265,0.0643715,2.16941,0.467817,-0.0265369,-0.00491461,0.883413
2345,-0.339017,0.0809421,2.16492,0.468639,-0.0240513,-0.00646759,0.883039
2346,-0.34564,0.088341,2.16387,0.469189,-0.0237184,-0.0069375,0.882752
2347,-0.356605,0.100325,2.16327,0.469829,-0.0220877,-0.00744657,0.882449
2348,-0.360299,0.104373,2.16323,0.469775,-0.0209263,-0.00741411,0.882507
2349,-0.373839,0.120276,2.16233,0.471065,-0.0182988,-0.00756496,0.881876
2350,-0.380311,0.128051,2.16098,0.471177,-0.0175461,-0.00808011,0.881827
2351,-0.390179,0.140154,2.15799,0.471864,-0.0162956,-0.00878687,0.881477
2352,-0.393178,0.144181,2.15693,0.472078,-0.016022,-0.00892142,0.881366
2353,-0.404377,0.158955,2.15246,0.472538,-0.0149906,-0.00869639,0.88114
2354,-0.406518,0.161797,2.15153,0.472644,-0.0150414,-0.00878745,0.881081
2355,-0.414336,0.173099,2.14836,0.472799,-0.0146044,-0.00833537,0.88101
2356,-0.418485,0.179384,2.14669,0.473014,-0.0149569,-0.00785878,0.880893
2357,-0.426349,0.192511,2.14401,0.472128,-0.0150708,-0.00585536,0.881382
2358,-0.428546,0.196472,2.14352,0.471991,-0.0148827,-0.00527193,0.881462
2359,-0.433313,0.206168,2.14275,0.471189,-0.0154213,-0.00398106,0.881889
2360,-0.435951,0.211859,2.14219,0.470389,-0.0157046,-0.0027271,0.882315
2361,-0.439807,0.221994,2.14108,0.468637,-0.0170411,-0.00153562,0.883225
2362,-0.441726,0.228379,2.14086,0.468064,-0.0180856,-0.0013203,0.883509
2363,-0.444127,0.237926,2.14113,0.46676,-0.018843,-0.00109087,0.884182
2364,-0.444575,0.240545,2.14118,0.466283,-0.0190931,-0.00113926,0.884429
2365,-0.446815,0.254318,2.14145,0.464997,-0.020106,-0.00149737,0.885083
2366,-0.447404,0.260485,2.14144,0.464009,-0.0209513,-0.00192886,0.885581
2367,-0.448148,0.270351,2.14144,0.463236,-0.0215494,-0.00267486,0.885969
2368,-0.448323,0.273615,2.14138,0.462888,-0.0220647,-0.00301205,0.886137
2369,-0.44876,0.287206,2.14081,0.461409,-0.0216101,-0.00524028,0.886909
2370,-0.448787,0.28996,2.14076,0.46123,-0.0221636,-0.00572298,0.886985
2371,-0.448811,0.299411,2.14006,0.461003,-0.0226602,-0.00754093,0.887077
2372,-0.448858,0.305689,2.13928,0.460477,-0.023293,-0.00906384,0.887319
2373,-0.449325,0.318233,2.13655,0.459754,-0.0229045,-0.0123307,0.887665
2374,-0.449329,0.320519,2.13564,0.459606,-0.02311,-0.0127123,0.887731
2375,-0.449518,0.328825,2.13435,0.459963,-0.0208282,-0.0126192,0.887604
2376,-0.44971,0.334745,2.13278,0.459706,-0.0188009,-0.0113343,0.8878
2377,-0.449916,0.345033,2.12593,0.460016,-0.0188347,-0.0094385,0.887661
2378,-0.449932,0.347517,2.12364,0.460021,-0.0195499,-0.00918966,0.887645
2379,-0.449861,0.354323,2.11591,0.460379,-0.019633,-0.0080461,0.887469
2380,-0.449704,0.359419,2.1092,0.46054,-0.0204964,-0.00800445,0.887366
2381,-0.449311,0.366049,2.09944,0.460718,-0.0216127,-0.00838682,0.887244
2382,-0.449167,0.370149,2.09357,0.461004,-0.0222678,-0.00883572,0.887075
2383,-0.448944,0.376854,2.08385,0.461723,-0.0243641,-0.0100524,0.886632
2384,-0.448826,0.378514,2.08133,0.461718,-0.025586,-0.010315,0.886597
2385,-0.448856,0.3866,2.07058,0.462377,-0.0282981,-0.010735,0.886167
2386,-0.449233,0.388967,2.06781,0.462649,-0.028888,-0.0104383,0.886009
2387,-0.449833,0.394428,2.06195,0.462871,-0.0302362,-0.00936905,0.88586
2388,-0.451195,0.400722,2.05761,0.463115,-0.0307394,-0.00812472,0.885728
2389,-0.452846,0.406153,2.0555,0.463552,-0.0301502,-0.00773106,0.885523
2390,-0.453528,0.408307,2.05491,0.463808,-0.0305696,-0.00792959,0.885373
2391,-0.455575,0.414089,2.05397,0.46449,-0.0299756,-0.00719862,0.885042
2392,-0.45725,0.418542,2.05339,0.464856,-0.0301099,-0.0064361,0.884851
2393,-0.459562,0.425025,2.05272,0.465643,-0.02937,-0.00539242,0.884469
2394,-0.46122,0.428907,2.05246,0.46585,-0.0287847,-0.00498632,0.884381
2395,-0.463618,0.435715,2.05235,0.466853,-0.0269398,-0.00444124,0.883914
2396,-0.464327,0.438046,2.05237,0.46688,-0.025925,-0.00452391,0.883929
2397,-0.46728,0.447671,2.05305,0.468549,-0.0241169,-0.00454677,0.883096
2398,-0.468609,0.453129,2.05348,0.469101,-0.0235754,-0.00508794,0.882815
2399,-0.470257,0.460237,2.05411,0.470128,-0.0227349,-0.00551004,0.882288
2400,-0.470774,0.462821,2.05439,0.469988,-0.0231682,-0.00592842,0.882349
2401,-0.472388,0.473002,2.05622,0.471113,-0.022687,-0.00794346,0.881745
2402,-0.473135,0.478579,2.05752,0.471205,-0.0218585,-0.00952119,0.881701
2403,-0.473685,0.485493,2.05935,0.47192,-0.0219905,-0.0113781,0.881294
2404,-0.474014,0.490125,2.06078,0.472399,-0.0220382,-0.0132403,0.88101
2405,-0.474482,0.497062,2.06344,0.472697,-0.0227659,-0.0157202,0.88079
2406,-0.474791,0.499256,2.06439,0.472867,-0.0228096,-0.0164151,0.880686
2407,-0.475467,0.505553,2.0675,0.47319,-0.0248459,-0.0185118,0.880415
2408,-0.476106,0.509368,2.06944,0.47341,-0.0242095,-0.0187121,0.880311
2409,-0.47747,0.515891,2.07356,0.473729,-0.0260684,-0.0178419,0.880104
2410,-0.477942,0.517367,2.0747,0.473759,-0.0258397,-0.017566,0.8801
2411,-0.47947,0.521603,2.07818,0.474055,-0.0259142,-0.0169232,0.879951
2412,-0.480692,0.524143,2.08069,0.47424,-0.026042,-0.0166823,0.879852
2413,-0.482546,0.527446,2.08432,0.474493,-0.0257411,-0.0161984,0.879734
2414,-0.484033,0.52957,2.08764,0.474816,-0.0254712,-0.015927,0.879572
2415,-0.486205,0.531962,2.09336,0.474785,-0.0247407,-0.0158174,0.879612
2416,-0.487685,0.533437,2.09723,0.474907,-0.0245607,-0.0154268,0.879558
2417,-0.490388,0.535293,2.10319,0.475262,-0.0257051,-0.0158884,0.879325
2418,-0.491976,0.53609,2.10637,0.475137,-0.02613,-0.015848,0.879381
2419,-0.494725,0.537131,2.11147,0.475088,-0.026622,-0.0152999,0.879402
2420,-0.495591,0.537397,2.11294,0.475439,-0.0278134,-0.0146221,0.879187
2421,-0.499896,0.5387,2.11817,0.47519,-0.029377,-0.013421,0.87929
2422,-0.501014,0.53876,2.11919,0.475377,-0.0303577,-0.0129024,0.879164
2423,-0.504627,0.539434,2.1219,0.47523,-0.0319191,-0.0118894,0.879202
2424,-0.50716,0.539978,2.12333,0.475287,-0.0319148,-0.0111531,0.879181
2425,-0.513305,0.541234,2.12572,0.475047,-0.0326925,-0.0107476,0.879287
2426,-0.514599,0.541297,2.12601,0.475052,-0.0330744,-0.0108344,0.879269
2427,-0.520374,0.542723,2.12672,0.474467,-0.0351633,-0.0110447,0.879501
2428,-0.523864,0.543512,2.12714,0.474341,-0.0352151,-0.0108508,0.879569
2429,-0.530062,0.545124,2.12771,0.474382,-0.0348234,-0.00975508,0.879576
2430,-0.534495,0.546466,2.12818,0.47456,-0.0351443,-0.00934958,0.879471
2431,-0.541683,0.548543,2.12867,0.474441,-0.0354253,-0.00941286,0.879524
2432,-0.547213,0.550056,2.12875,0.474511,-0.0352814,-0.00993943,0.879486
2433,-0.555057,0.552524,2.12861,0.474695,-0.0344181,-0.0111396,0.879407
2434,-0.560913,0.554163,2.12831,0.474168,-0.0337227,-0.0120552,0.879706
2435,-0.570015,0.556819,2.12751,0.474682,-0.0321462,-0.0127767,0.879477
2436,-0.576233,0.558425,2.12637,0.474891,-0.0312526,-0.0128785,0.879395
2437,-0.586834,0.561407,2.12414,0.474738,-0.0288631,-0.0135544,0.879549
2438,-0.589458,0.561773,2.12341,0.474953,-0.029361,-0.0138907,0.879411
2439,-0.60339,0.564961,2.12095,0.475938,-0.0278118,-0.0142718,0.878923
2440,-0.610685,0.566495,2.12033,0.475639,-0.0271476,-0.0141999,0.879107
2441,-0.621232,0.568019,2.12068,0.476493,-0.0278668,-0.013417,0.878634
2442,-0.628633,0.569284,2.12144,0.476778,-0.0265956,-0.0128145,0.878528
2443,-0.635786,0.570413,2.12238,0.47705,-0.025851,-0.0119888,0.878414
2444,-0.646873,0.572038,2.1239,0.47725,-0.0252369,-0.0103734,0.878344
2445,-0.658304,0.573983,2.12535,0.47722,-0.023704,-0.0084443,0.878424
2446,-0.661257,0.574468,2.12565,0.477194,-0.0235061,-0.0077565,0.87845
2447,-0.671809,0.576456,2.12658,0.47743,-0.0226853,-0.00639161,0.878354
2448,-0.67846,0.577792,2.12664,0.478049,-0.0238986,-0.00552974,0.87799
2449,-0.68841,0.580104,2.12637,0.478427,-0.0238599,-0.00432479,0.877792
2450,-0.694887,0.581789,2.12601,0.478606,-0.0239487,-0.00366149,0.877695
2451,-0.707097,0.585935,2.12542,0.479157,-0.0230055,-0.00277031,0.877423
2452,-0.709977,0.587013,2.12524,0.479151,-0.0234012,-0.0025571,0.877417
2453,-0.718925,0.590982,2.12517,0.479511,-0.0228757,-0.00173497,0.877236
2454,-0.723755,0.593623,2.12567,0.479776,-0.0229145,-0.0014649,0.877091
2455,-0.73142,0.598138,2.12688,0.479843,-0.0215192,-0.00192684,0.877088
2456,-0.736243,0.601378,2.1276,0.479987,-0.0214094,-0.00246751,0.877011
2457,-0.743162,0.606427,2.12974,0.479938,-0.0213937,-0.0040948,0.877032
2458,-0.747514,0.609953,2.1322,0.479327,-0.0222771,-0.00447171,0.877342
2459,-0.754154,0.616001,2.13739,0.479142,-0.0223467,-0.00473917,0.87744
2460,-0.757669,0.61939,2.14081,0.478927,-0.0220593,-0.00544341,0.877561
2461,-0.763635,0.625464,2.14699,0.478142,-0.020472,-0.00762965,0.878011
2462,-0.765184,0.627083,2.14922,0.478192,-0.0194997,-0.00828108,0.878
2463,-0.772253,0.634928,2.15915,0.476982,-0.0186369,-0.0106077,0.878651
2464,-0.77382,0.636801,2.1618,0.476786,-0.0183754,-0.0111048,0.878757
2465,-0.778842,0.642437,2.17031,0.47619,-0.0185665,-0.0120176,0.879064
2466,-0.781462,0.645653,2.17542,0.475945,-0.0191994,-0.0125548,0.879176
2467,-0.785961,0.650816,2.1849,0.47539,-0.0198146,-0.0119652,0.879471
2468,-0.788593,0.653877,2.19069,0.474954,-0.0196116,-0.0107352,0.879726
2469,-0.792286,0.658584,2.19836,0.474134,-0.0196487,-0.00858074,0.880192
2470,-0.794433,0.661596,2.20205,0.473271,-0.0195739,-0.00744953,0.880668
2471,-0.797686,0.666457,2.20665,0.472611,-0.0189958,-0.00625643,0.881044
2472,-0.79852,0.667775,2.2076,0.472323,-0.0196945,-0.00608087,0.881184
2473,-0.802113,0.674637,2.21084,0.471049,-0.0193392,-0.00531149,0.881879
2474,-0.802755,0.676222,2.21143,0.471195,-0.0205796,-0.00504905,0.881775
2475,-0.805369,0.683316,2.21252,0.470373,-0.0217461,-0.00498054,0.882186
2476,-0.806184,0.686632,2.21245,0.470503,-0.0235655,-0.00488147,0.88207
2477,-0.807776,0.692425,2.21221,0.469689,-0.0250245,-0.00569771,0.882459
